semester,interest_field,expectation_clarity,expectation_alignment,perceived_difficulty,study_habits,time_management,academic_stress,extrinsic_motivation,social_impact,professional_value,difficulty_reversed
-0.9011551125709446,0.896258159530272,0.15369465587356812,1.224744871391589,-0.09805806756909166,0.7476197972343498,0.9918697838003706,-0.1340301154826306,-0.6373774391990982,1.0141349766622185,1.2247448713915883,0.09805806756909198
-0.9011551125709446,0.896258159530272,0.15369465587356812,0.0,-0.09805806756909166,-1.3884367662923633,-1.2122852913115643,1.2062710393436802,0.098058067569092,-0.775514982153462,-0.8164965809277268,0.09805806756909198
-0.9011551125709446,0.896258159530272,0.15369465587356812,1.224744871391589,-1.5689290811054717,0.7476197972343498,0.9918697838003706,-1.4743312703089415,-1.3728129459672882,1.0141349766622185,1.2247448713915883,1.5689290811054721
-0.9011551125709446,-0.38411063979868765,0.15369465587356812,0.0,-0.09805806756909166,-0.3204084845290068,0.9918697838003706,-0.1340301154826306,1.5689290811054724,-2.5651649409691424,-0.8164965809277268,0.09805806756909198
-0.9011551125709446,-0.38411063979868765,0.15369465587356812,0.0,-1.5689290811054717,-0.3204084845290068,-0.11020775375559684,-1.4743312703089415,-0.6373774391990982,-0.775514982153462,-0.8164965809277268,1.5689290811054721
-0.9011551125709446,-1.6644794391276472,0.15369465587356812,0.0,-0.09805806756909166,0.7476197972343498,-0.11020775375559684,1.2062710393436802,1.5689290811054724,1.0141349766622185,1.2247448713915883,0.09805806756909198
-0.9011551125709446,0.896258159530272,0.15369465587356812,1.224744871391589,-1.5689290811054717,-0.3204084845290068,-1.2122852913115643,-1.4743312703089415,-1.3728129459672882,1.0141349766622185,1.2247448713915883,1.5689290811054721
0.3276927682076161,-0.38411063979868765,-1.3832519028621117,0.0,1.3728129459672884,-1.3884367662923633,-1.2122852913115643,1.2062710393436802,0.8334935743372821,-0.775514982153462,-0.8164965809277268,-1.372812945967288
0.3276927682076161,0.896258159530272,0.15369465587356812,0.0,-0.09805806756909166,0.7476197972343498,-0.11020775375559684,-0.1340301154826306,-0.6373774391990982,1.0141349766622185,1.2247448713915883,0.09805806756909198
1.5565406489861768,-0.38411063979868765,0.15369465587356812,-1.224744871391589,1.3728129459672884,-0.3204084845290068,-1.2122852913115643,1.2062710393436802,0.8334935743372821,-0.775514982153462,-0.8164965809277268,-1.372812945967288
-0.9011551125709446,0.896258159530272,1.690641214609248,1.224744871391589,-0.09805806756909166,1.8156480789977065,0.9918697838003706,-1.4743312703089415,-1.3728129459672882,1.0141349766622185,1.2247448713915883,0.09805806756909198
0.3276927682076161,-2.944848238456607,-1.3832519028621117,-2.449489742783178,1.3728129459672884,-1.3884367662923633,-1.2122852913115643,1.2062710393436802,1.5689290811054724,-0.775514982153462,-0.8164965809277268,-1.372812945967288
-0.9011551125709446,-0.38411063979868765,0.15369465587356812,0.0,-0.09805806756909166,0.7476197972343498,0.9918697838003706,-0.1340301154826306,0.098058067569092,-0.775514982153462,-0.8164965809277268,0.09805806756909198
1.5565406489861768,0.896258159530272,0.15369465587356812,0.0,-1.5689290811054717,0.7476197972343498,-0.11020775375559684,-0.1340301154826306,-0.6373774391990982,1.0141349766622185,1.2247448713915883,1.5689290811054721
